"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Georgia","GEO","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3644121269636","38.1537733203966","70.6469114623537","122.796426060672","160.726568637565","185.555604584787","224.981765768828","304.982325310493","320.467761434451","410.379651808279","462.672418239796","440.138839981224","466.617939228024","566.367262475008","647.063940552784","534.611557802458","556.24355422131","535.039152942481",
"Ghana","GHA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.296592920729","19.0624995154896","22.8448359095298","23.2882163140463","37.0675134242195","33.3305521738666","34.7133652119235","34.8879577513194","","","45.6003266957453","46.6623296633021","43.7756669214582","48.3733537474658","40.9102184729332","38.5879074528885","40.9187496970213","53.0183795970714",
"Gibraltar","GIB","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.48283630585828","2.72757536175562","3.01816507668278","3.56240349895723","3.98183790425542","4.85216835892313","5.85277894895333","7.37428952588624","9.36095622827533","15.1265258179558","11.5158419249619","16.5525795403223","12.1733400144786","11.1040145592112","12.2659402637046","13.1710250464509","15.833781461326","16.3986878359704",
"Gambia, The","GMB","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.23876627326363","3.45773220460236","4.03813749837172","4.97580015300935","5.40581624025006","6.28605436577782","6.97206349643987","7.39252725141661","8.44491055794099","9.45077738817328","11.5186931935255","18.8662445858686","27.2720814399869","27.5525984626037","32.7497017453063","39.3704655999738","36.4450978491011","",
"Greece","GRC","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9647019668078","88.9838913038506","110.288949387854","136.159809726752","145.017304774216","139.522457910903","138.913337600324","146.18070408058","154.611569049246","157.522594279925","155.545252983621","151.620989934404","150.847042201573","149.454847399191","146.021114568802","145.880618983003","144.076519786017","148.199455753001",
"Guam","GUM","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.196058179055","109.923115062299","109.602586209924","110.075813398972","110.233915562841","110.014970881724","111.638903484955","114.222492989764","113.870455884847","104.950145957022","105.154323155454",
"Heavily indebted poor countries (HIPC)","HPC","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.801211302236","10.3326914208612","14.2259980002938","","20.5925062675666","23.6893855262096","26.9653006566144","24.2305124314199","","","","",
"Croatia","HRV","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","697.594037170222","677.267750446358","662.759470387529","641.879935983981","623.458879767592","602.810298191244","570.162668452444","572.499808729311","573.259795491238","633.200720245118","549.211872276013","549.624505668099",
"Haiti","HTI","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.16269717676182","1.25494215921461","1.24145852285011","1.27424090219082","2.25188187694354","1.78323877984516","1.85050902403075","1.80415169578058","2.12743680857547","2.95095149468918","3.79764198908964","2.20516151404754","2.04469992477047","1.68088622610245","","11.2269064913735","10.5439364670196","",
"Hungary","HUN","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","680.19228757957","590.398956119829","532.939366546724","491.150770362028","470.386551173966","468.964400622631","467.334471972854","457.268285249911","445.25044866663","428.913317926643",
"IBRD only","IBD","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130.589335275905","160.726568637565","169.139706780021","187.895193411167","188.154747135394","219.328769928507","222.029439520181","245.561932622838","252.167045651305","249.285133801142","257.000625105556","251.640680135856","261.780484273064","246.76399134291","262.175940149351",
"IDA & IBRD total","IBT","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.7214421020253","55.2622406007696","52.8344867718146","66.8372687757647","60.0995772986989","81.3081504743056","64.375055442207","73.7396953345333","88.6974816869854","100.872529913462","116.907746444763","132.855061523766","144.52231491719","146.063604794322",
"IDA total","IDA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4386184104466","16.7020835938167","18.6112550114051","21.1018389895254","25.0596634760868","25.8272195071618","31.0782625250304","30.5179686589328","30.8587924895316","29.8813651703733","32.2141221751077","38.5879074528885","44.065519650476","",
"IDA blend","IDB","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5526727008966","21.3155162082005","25.5155155091695","26.6362015405898","26.7286732213592","26.704128431033","33.03044823201","31.2613530968656","34.2392542008116","33.4993975082717","32.7590637499752","34.1376784933466","35.1424332263856","38.3333930145672","42.197716900904","42.4323582997491",
"Indonesia","IDN","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160.033026845734","197.933984549728","225.424226501215","267.970992692746","292.46174303725","334.662885606897","373.780664804755","393.84146449131","417.156986435218","443.124507178582","414.7511756269","171.322312893996","168.715431163417","167.837740904364","",
"IDA only","IDX","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9983160220669","19.3311876658121","17.4097184228192","24.6007418830903","29.1036993311879","29.5535902652877","30.8587924895316","29.8813651703733","27.7873907924759","38.5879074528885","","",
"Isle of Man","IMN","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Not classified","INX","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","867.934264845983","891.339064877164","867.418169502475","895.682681553936","922.137379814448","898.712253730712","885.67815113154","909.449786251815","","","","","","","","","","",
"Italy","ITA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","412.562179329326","421.996463734243","427.401213396595","425.905340411265","429.453549299242","429.712318005216","448.432791780503","462.636593436648","453.458043338854","442.976002056312","441.43439775388","517.513802223871","529.954411406179","538.098500468076","529.369602734857","552.218744609177","552.481367963173","555.250180659297",
"Jamaica","JAM","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9708384936511","26.8994282164192","40.1255541778163","55.6207237265904","61.5339748416311","72.2282588371285","75.4528397036041","81.1537139069412","80.94838076843","116.764658113461","160.389915577171","220.481971716224","269.482296047212","237.413662231551","232.036864247352","261.111492563529","345.838766212025","",
"Kyrgyz Republic","KGZ","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5162420160359","29.0313669682612","36.759564582662","39.8599495218091","42.2284122843904","56.4539285918679","86.7316655238278","96.044236782855","98.210405090712","110.237932475917","124.286742976888","113.752270886685","126.711179577367",
"Cambodia","KHM","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1635511920619","15.1506262649966","28.1500186518982","","","","","","","","",
"St. Kitts and Nevis","KNA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186.861407465037","198.534495993488","206.542596335754","195.072644466013","188.404014391815","187.277261269831","180.499613234392","177.3883071135","157.815852593257","193.295838167576","204.968602817608","208.317837285542","216.968984292414","215.18487317178","223.933770831774","223.225301603186","215.032710138264","212.840599395167",
"Latin America & Caribbean (excluding high income)","LAC","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.918536001751","126.945265413262","132.04432341268","139.522457910903","138.913337600324","145.642756968898","165.455375035914","174.273912760242","187.372655882313","200.202047852398","204.196903612559","199.993566911717","205.452294734895","181.514373235699","193.939992969405","218.262589093414",
"Lao PDR","LAO","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6549850228646","40.4968090849057","27.9504784922066","28.4243111466365","28.8149794178718","27.7873907924759","26.7585892015815","58.0128077601931","29.2215481049245",
"Lebanon","LBN","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157.256254638597","174.104372489957","191.804673642524","216.699833980188","238.692664983886","263.728176805805","283.449125211151","255.839488919944","228.877661963285","232.114703883098","227.5417223973","219.250861253126","223.080418717859","225.351748712763","212.269076336704","176.463997828869","129.201596853232",
"Liberia","LBR","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.1970551428043","24.7736914111376","22.5641234362065","23.6890735954417","16.4143235620887","13.1488327567552","9.83875375785734",
"Libya","LBY","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.461846256821","118.033491298732","116.320506625431","114.063489286695","116.70286472455","148.674588067794","154.861423604356","136.687183338063","","","","","","","","","","",
"St. Lucia","LCA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.49350628228","136.159809726752","145.017304774216","150.212632606514","169.677077444906","167.167725607987","188.173085561462","199.122602027559","216.640750122745","223.291513575421","227.657691913466","223.748321569014","243.202853043491","232.938005507174","241.779112947796","244.16929022483",
"Least developed countries: UN classification","LDC","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.84160820252257","8.23741624519976","10.5854792610253","15.1265258179558","18.2404765101037","22.1970551428043","28.4243111466365","22.7625557655209","23.4240608822425","","","",
"Low income","LIC","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.07030664700878","7.37428952588624","10.430985583386","","","16.5525795403223","24.945295607732","17.9677620814302","","","","",
"Liechtenstein","LIE","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lower middle income","LMC","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2774597145329","34.6000248759623","36.759564582662","39.8599495218091","45.0247555624859","47.6066923878508","52.3241804841563","42.2825808942805","46.093641369432","71.1314314806672","73.4407771249542","80.5705602871089","",
"Low & middle income","LMY","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.7495384700131","52.1377521650214","42.507864028413","47.7802492335477","54.2663172729817","58.1789769689668","57.7248863756095","62.9974319663968","69.0960534305659","85.7453984571303","113.575168449514","123.506673796239","130.827097770087","",
"Lesotho","LSO","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.25328319389102","7.7457209595255","14.7752084258986","25.268960808455","36.2048634849749","37.1594583968534","37.7566428141551","49.5162238734164","38.9139682592529","45.051269134701","64.375055442207","40.6214197733887","38.4012482624931","40.9433865347902","42.1166831975265","41.1361580984046","40.8884620895654","39.7950386913274",
"Late-demographic dividend","LTE","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209.185065600216","187.277261269831","224.981765768828","228.521299504454","264.064068646491","292.071353037469","312.073380748976","336.793554729997","330.607914582806","327.638045078483","323.101745126962","313.823825818083","311.027946327166","309.412644359811",
"Lithuania","LTU","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","332.897727849728","325.732221549456","354.091450400827","349.585492433179","351.328612896228","342.757624127394","351.234864803925","368.528194502431","376.900742688548","327.638045078483","323.101745126962","313.537126628171","297.069888833969","294.82403426357",
"Macao SAR, China","MAC","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Monaco","MCO","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3079393509602","34.5827044409997","46.5696777012659","74.6492099109685","79.4958730628448","53.9058339029822","47.2590852426708","46.0442745936791","51.3361181453585","58.1789769689668","64.1984858219957","62.2794474681208","51.2247678333443","83.2339901552168","98.4842600284637","117.548911050458","148.698223617172","181.846919478084",
"Madagascar","MDG","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.75622680154992","13.1893630490694","13.2609619814546","15.9807209597067","19.7173027556023","20.2437804436589","20.4570141443445","21.1018389895254","21.4520067425535","24.0446012852372","29.1036993311879","31.1567020383689","28.8137015089024","31.8162945142408","63.2347138824263","52.1708830429614","54.3932040970052","74.0121097217549",
"Maldives","MDV","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.582847762856","142.003378532621","158.739634579435","169.203282712329","166.042601929461","118.060589324957","105.288199362444","135.812839514743","131.129458496791","103.04185105419","115.792937885479","115.755932052055","129.919306262057","147.725719838647","145.286546867411","170.647509082999","175.532734924539","254.760297716618",
"Middle East & North Africa","MEA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.86405304623","","154.868032766502","146.388482130114","154.909949160106","154.332367897436","133.100216136697","139.393792663024","188.757710535006","166.953879476879","191.158776888969","207.681320498609","200.94122288285","184.793732567561","","150.426827852346",
"Mexico","MEX","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4231356228223","83.3667061492686","72.2282588371285","82.5405267354249","100.196058179055","108.384579680137","114.108125956023","121.680291273152","117.642950551143","129.460735372572","135.098077765013","148.537761066254","152.312599615005","151.822797523983","165.415176493653",
"North Macedonia","MKD","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6919544509603","17.9814506493011","27.3134540815921","65.3520884300466","258.703147190786","275.711837422515","288.415543153858","295.550536120788","301.752910521158","314.828821772398","327.436046531953","338.450636322977","334.743767843021","340.518201247639","346.430598954126","349.93367886749","344.720489732476","343.525161147153",
"Mali","MLI","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","369.196514538802","354.843042266045","311.84179812763","323.064228065019",
"Myanmar","MMR","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.652202623419304","0.901597516336761","0.889007131812115","0.720012096110024","0.676326877554922","0.624911915606905","0.631094597828547","0.828784132105248","0.862922555770419","1.31773892969212","1.91058539331161","3.4066664820577","4.393606888856","4.07490065010422","4.37743309331604","12.7837318564922","","",
"Middle East & North Africa (excluding high income)","MNA","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.0286428504831","72.3551784506324","83.9580253860906","88.6173852916893","77.8753914570477","105.994014860933","105.564994443332","101.347906263302","","","","","","",
"Montenegro","MNE","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261.233240056493","281.640799210557","245.533840385129","224.787496901413","217.321427859288","212.735537650231","218.429607897554","221.136058186418","222.33266084103","224.767076926104","231.882434334143","245.845139333729","249.39062595138","249.122138603906","300.241597650468",
"Mongolia","MNG","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95285168903391","6.33397543568952","8.63051426324159","11.9693024809476","14.3939126692687","17.24704727577","22.0232849063142","26.7261755172251","31.3759393397469","32.9480337897009","33.3123038534978","39.0648533600298","40.0905860098147","34.4758636294684","37.6162705839115","50.0020215190256","48.0988872942987","51.0589246419089",
"Mauritania","MRT","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4178160005571","","","","37.6739208643782","45.0114016250083","49.533876261592","63.7154164646728","69.8754691018516","75.7653993562144","79.2522070829815","82.3780365425375","89.6464817549898","95.5618356357474",
"Mauritius","MUS","Borrowers from commercial banks (per 1,000 adults)","FB.CBK.BRWR.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286.04656190304","284.278122880384","279.040507989148","260.078507228222","257.711364875536","247.25787509411","247.6348130574",
